team Number,nickname,seed Strength,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
6409,Odrinias,3,-1.25,-0.17,-0.37,-0.42,0.04,0,2.39,0.04,-1,-1,0.8,0.72,0.52,-1.28,-0.4,0.33,0.34,0.2,-0.04,31.78,1.2,-1,-1,35.24,-0.31,0.58,-0.19,3.86,0.38,-1,-1,0,-0.04,0.01,-0.11,0.21,0.22,5.29,5.04,34.17,0.83,1.24,-1,-1,-0.81,41,37.47,-0.02,-18.81,1370,,,,,
6411,Jordan High Gravediggers,3,1.19,0,-0.14,-0.14,0.15,0,8.79,0.15,-1,-1,2.93,9.84,0.51,8.41,2.79,0.35,0.46,0.11,0,31.12,1.26,-1,-1,38.22,-0.06,0.16,-0.02,4.31,0.63,-1,-1,-0.01,0,0.09,-0.01,0.03,-0.01,1.15,-0.33,39.91,0.92,1.41,-1,-1,2.65,47.73,47.47,0.13,5.63,1390,,,,,
6414,Voyager,3,3.96,0.82,0.74,0.99,0.29,0,17.48,0.29,-1,-1,5.83,22.43,-0.42,-1.63,-0.56,0.33,0.34,-0.11,-0.02,10.11,-0.16,-1,-1,29.72,0.03,0.11,0.27,20.17,0.36,-1,-1,0,-0.02,0,0.08,0.07,-0.01,1.71,0.24,27.59,0.54,0.13,-1,-1,0.43,52.39,50.73,-0.01,-21.21,1380,,,,,
6418,The Missfits,3,6.13,0.51,-0.26,-0.15,0.06,0,3.7,0.06,-1,-1,1.23,9.69,-0.83,-1.14,-0.46,0.32,0.32,0.25,0.23,42.13,2.94,-1,-1,94.98,0.52,0.31,0.24,53.32,0.79,-1,-1,0,0.23,0.03,0.08,-0.22,0.03,-5.34,1.12,45.83,1.11,3,-1,-1,-0.61,105.79,128.96,0.47,70.24,1494,,,,,
6429,4th Dimension,3,4.22,-0.02,-1.66,-1.66,0,0,-0.09,0,-1,-1,-0.03,2.47,-1.33,-0.58,-0.4,0.36,0.35,-0.09,0,24.93,0.37,-1,-1,32.83,0.33,-0.18,0.01,8.31,0.17,-1,-1,-0.02,0,-0.14,0.11,0.49,-0.11,11.66,-2.11,24.84,0.62,0.37,-1,-1,-2.06,33.19,32.81,0.26,-22.41,1361,,,,,
6430,Kalsedon,3,4.54,0,-0.67,-0.67,0.16,0,9.5,0.16,-1,-1,3.17,13.37,-0.28,0.29,0.05,0.34,0.29,-0.11,0,14.75,0.01,-1,-1,17.03,0.16,-0.14,0.03,2.23,0.18,-1,-1,-0.01,0,1.06,-0.2,1.43,-0.03,41.07,-1.75,24.25,0.53,0.17,-1,-1,-0.62,28.65,28.36,-0.21,-94.93,1301,,,,,
6434,Bossley Park High School,3,4.39,0,0.32,0.32,-0.16,0,-9.33,-0.16,-1,-1,-3.11,-4.62,0.99,2.6,0.83,0.33,0.43,0.04,0,38.53,1.18,-1,-1,58.19,0.15,0.12,0.1,18.83,0.58,-1,-1,0,0,-0.06,0.04,-0.01,0.37,-0.57,9.5,29.2,0.81,1.02,-1,-1,1.15,63.06,63.21,0.17,-3.02,1365,,,,,
6464,Danger Noodle Danger,3,5.03,0,0.13,0.13,-0.02,0,-1.03,-0.02,-1,-1,-0.34,4.14,-0.17,0,0,0.33,0.2,-0.11,0,17.5,-0.03,-1,-1,29.39,0.05,0.01,0.18,11.89,0.13,-1,-1,0,0,-0.26,-0.05,0.23,0.09,4.36,1.94,16.48,0.42,-0.04,-1,-1,0.13,35.46,35.46,0.15,-21.09,1349,,,,,
6474,Armijo Robotics,3,5.37,0.02,-0.04,-0.03,-0.14,0,-8.66,-0.14,-1,-1,-2.89,-3.31,0.58,-1.92,-0.66,0.33,0.22,0,0,28.19,0.71,-1,-1,66.24,0.49,0.25,0.04,38.71,0.67,-1,-1,0.07,0,0.09,-0.2,-0.01,0.25,0.32,5.24,19.53,0.56,0.57,-1,-1,-0.69,68.16,69.66,-0.02,-21.41,1375,,,,,
6502,DARC SIDE,3,5.33,-0.02,-0.05,-0.05,0.43,0,25.87,0.43,-1,-1,8.62,31.14,0,1.73,0.51,0.33,0.33,0.22,0.2,26.01,2.29,-1,-1,60.99,0.21,0.24,0.24,34.47,1,-1,-1,0.07,0.2,0.05,-0.08,-0.04,0.04,-0.66,0.59,51.87,1.08,2.72,-1,-1,0.46,92.72,113.74,0.22,-10.98,1409,,,,,
6508,Hastings,3,4.76,-0.01,-0.41,-0.41,0.13,0,7.59,0.13,-1,-1,2.53,11.94,-0.4,2.09,0.6,0.33,0.37,0.35,0,36.81,1.97,-1,-1,96.33,0.38,0.32,0.48,58.92,0.88,-1,-1,0.01,0,-0.07,-0.01,-0.16,-0.1,-4.46,-2.45,44.4,1.05,2.1,-1,-1,0.2,105.82,105.62,0.37,47.9,1482,,,,,
6517,Team FTW,3,4.28,0.05,-0.01,0.01,0.05,-0.01,2.14,0.04,-1,-1,0.71,6.43,0.44,-0.27,-0.29,0.34,0.32,0.05,-0.01,26.42,0.73,-1,-1,62.95,0.3,0.33,0.11,36.81,0.5,-1,-1,0,-0.01,0.23,-0.05,0.3,0.18,8.75,4.33,28.56,0.7,0.77,-1,-1,-0.28,73.71,72.27,0.14,8.92,1406,,,,,
6530,Ra,3,5.12,0.01,0.35,0.35,0.09,0,5.25,0.09,-1,-1,1.75,10.72,-0.22,-0.55,-0.16,0.33,0.31,0.33,0,35.25,1.84,-1,-1,84.33,0.36,0.22,0.41,49.23,0.89,-1,-1,0,0,0.12,-0.16,0.1,0.32,3.14,7.15,40.5,0.97,1.92,-1,-1,0.19,102.2,102.2,0.4,45.09,1505,,,,,
6546,Jaguars,3,6,-0.43,-0.75,-0.88,0.51,-0.03,29.27,0.49,-1,-1,9.76,34.39,-1.08,1.9,0.55,0.33,0.33,0.55,0.06,31.45,2.72,-1,-1,74.8,0.32,0.35,0.18,42.8,0.69,-1,-1,0.02,0.06,-0.11,0.01,0.06,-0.17,0.96,-4.18,60.72,1.27,3.21,-1,-1,-0.32,105.02,110.93,0.2,21.2,1466,,,,,
6547,Flaming Metal Robotics,3,4.67,0,-0.95,-0.95,0.51,0,30.66,0.51,-1,-1,10.22,34.38,-0.02,2.37,0.75,0.33,0.33,0.56,0,28.44,2.37,-1,-1,75.95,0.23,0.51,0.19,46.76,0.78,-1,-1,-0.01,0,-0.1,-0.13,-0.06,0.18,-1.98,3.96,59.1,1.22,2.88,-1,-1,-0.2,114.29,113.91,-0.03,29.1,1497,,,,,
6554,Phoenix Robotics,3,5.29,0,-0.09,-0.09,0.15,0,9.08,0.15,-1,-1,3.03,14.29,0.4,-2.19,-0.61,0.33,0.24,0.33,-0.01,29.46,1.58,-1,-1,81.61,0.34,0.44,0.28,52.76,0.67,-1,-1,0,-0.01,-0.03,0.05,-0.28,0.43,-7.29,10.9,38.54,0.89,1.73,-1,-1,-0.7,106.8,105.82,0.48,62.4,1500,,,,,
6560,Charging Champions,3,5.37,0,-1.03,-1.03,0.2,0,12.22,0.2,-1,-1,4.07,16.55,-0.25,-1.9,-0.64,0.33,0.37,0.14,-0.03,24.04,0.88,-1,-1,57.17,0.33,0.36,-0.01,33.78,0.82,-1,-1,-0.04,-0.03,0.42,0.1,0.28,0.3,9.04,7.96,36.26,0.8,1.09,-1,-1,-1.68,81.69,77.71,0.16,-4.45,1391,,,,,
6579,Komplete Kaos Inc,3,5.97,0,0.17,0.17,0.28,0,16.64,0.28,-1,-1,5.55,22.79,0.18,0.02,0.04,0.33,0.35,0.59,-0.01,39.36,2.72,-1,-1,81.27,0.3,0.3,0.24,41.87,0.86,-1,-1,0.01,-0.01,0.17,0.03,-0.19,-0.05,-3.89,-0.99,56,1.26,2.99,-1,-1,0.22,103.07,102.39,0.38,44.27,1519,,,,,
6640,Metal Eagles,3,3.96,0,-0.27,-0.27,0.16,0,9.69,0.16,-1,-1,3.23,13.38,0.55,1.74,0.54,0.35,0.37,0.17,0,28.98,1.37,-1,-1,36.9,0.23,-0.04,-0.04,7.37,0.17,-1,-1,0,0,0,-0.02,-0.21,0.37,-5.3,9.1,38.67,0.89,1.53,-1,-1,0.28,59.38,59.38,-0.02,-1.72,1354,,,,,
6652,TigreRobotics,3,2.12,-0.58,-0.01,-0.18,-0.07,0,-4.16,-0.07,-1,-1,-1.39,-2.22,-0.39,0.88,0.19,0.33,0.3,0.07,0,30.93,0.93,-1,-1,25.4,-0.03,-0.13,0.05,-5.72,0,-1,-1,0.01,0,0.28,-0.15,0.1,-0.08,3.84,-2.64,26.77,0.7,0.86,-1,-1,0.01,20.54,20.67,-0.02,-47.38,1319,,,,,
6658,Rockbotics,3,4.1,-0.11,-0.67,-0.7,-0.04,0,-2.18,-0.04,-1,-1,-0.73,1.22,1.87,-2.96,-0.91,0.33,0.24,0.05,0.02,27.3,0.87,-1,-1,21.24,-0.16,-0.09,0.14,-5.15,0.11,-1,-1,-0.04,0.02,0.17,0.1,-0.05,0.25,-0.29,6.78,25.12,0.65,0.84,-1,-1,-1.62,29.24,30.82,-0.05,-61.72,1315,,,,,
6666,Regiobots,3,4.77,-0.04,0.26,0.26,0.08,0,5.03,0.08,-1,-1,1.68,10.06,0.09,1.74,0.62,0.33,0.4,0.22,0,34.87,1.6,-1,-1,49.7,0.05,0,0.23,14.21,0.18,-1,-1,0.05,0,0.2,0.55,0.21,-0.03,6.34,2.05,39.9,0.96,1.68,-1,-1,0.88,61.81,62.71,0.35,7.57,1433,,,,,
6695,Alpha Knights,3,3.72,-0.18,0.6,0.53,-0.02,0,-1.1,-0.02,-1,-1,-0.37,3.16,-12.62,-0.88,-1.61,0.33,0.52,0.38,0,49.9,2.57,-1,-1,49.27,0.18,-0.08,-0.08,0.97,0.25,-1,-1,0,0,0,0.02,-0.01,0.41,-0.29,10.43,48.8,1.23,2.56,-1,-1,-1.07,62.86,62.86,0.36,16.32,1414,,,,,
6704,Mid Pacific Owl Robotics,3,5.3,0,0.45,0.45,0,0,-0.05,0,-1,-1,-0.02,5.7,-0.34,-0.01,-0.11,0.24,0.22,0.33,0,31.84,1.68,-1,-1,87.13,0.26,0.57,0.28,55.4,0.54,-1,-1,0.02,0,0.43,-0.15,-0.02,0.18,1.64,3.85,31.79,0.8,1.68,-1,-1,0.35,96.69,97.44,0.27,21.03,1424,,,,,
6739,Tel Shevaa,3,4.79,-0.01,-1.56,-1.56,0.15,0,9.08,0.15,-1,-1,3.03,12.32,-0.02,0.56,0.21,0.33,0.34,0.03,0,22.37,0.68,-1,-1,5.43,-0.07,-0.19,-0.09,-17.14,0.2,-1,-1,0.04,0,0.16,-0.16,0.24,0.11,6.9,2.01,31.44,0.71,0.83,-1,-1,-1.35,19.76,20.48,-0.29,-75.85,1206,,,,,
6754,Trailbots ,3,5.17,0,1.48,1.48,0.09,0,5.22,0.09,-1,-1,1.74,11.86,0,-2.49,-0.82,0.33,0.33,-0.13,0,18.14,0.08,-1,-1,28.95,0.29,-0.14,0.09,11.62,0.18,-1,-1,0.09,0,0.13,0.02,-0.09,-0.1,-1.67,-2.45,23.36,0.54,0.17,-1,-1,0.66,38.36,40.5,-0.08,-43.65,1322,,,,,
