,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,
team Number,nickname,home Championship,event,Week,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,anterior Touchpad Activation Rate,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,
5898,RoboFalcons,Houston,Palmetto,1,-0.66,0.00,0.36,0.36,-0.01,0.00,-0.40,-0.01,-1.00,-1.00,-0.13,-0.71,1.19,0.02,0.08,0.33,0.03,-0.18,0.00,7.43,-0.69,-1.00,-1.00,0.43,-0.14,-0.16,0.16,-7.08,0.13,-1.00,-1.00,0.00,0.00,-0.07,-0.06,-0.15,-0.07,-4.11,-2.07,7.03,0.18,-0.69,-1.00,-1.00,0.44,-2.35,-2.35,-0.01,-47.08,1352,,,,,
5747,Athena,Houston,ISRChampionship,4,5.10,0.18,1.84,1.84,-0.04,0.00,-2.44,-0.04,-1.00,-1.00,-0.81,4.50,0.00,-2.58,-0.86,0.33,0.33,-0.00,0.10,32.16,1.29,-1.00,-1.00,58.86,0.24,0.13,0.18,27.57,0.82,-1.00,-1.00,0.04,0.10,0.02,0.52,0.03,-0.13,0.73,-0.70,29.71,0.76,1.25,-1.00,-1.00,0.98,62.66,73.33,0.04,-35.59,1381,,,,,
3468,MAGNAtech,Houston,ArkansasRockCity,2,3.21,0.00,-0.33,-0.33,0.15,0.00,8.89,0.15,-1.00,-1.00,2.96,11.78,0.60,-0.73,-0.28,0.33,0.25,-0.05,0.00,15.40,0.13,-1.00,-1.00,12.88,0.12,0.16,-0.33,-2.24,0.22,-1.00,-1.00,0.00,0.00,0.01,-0.05,-0.33,0.24,-8.14,5.65,24.29,0.53,0.28,-1.00,-1.00,-0.61,30.30,30.30,0.12,-4.86,1415,,,,,
2557,SOTAbots ,Houston,PNWAuburnMountainview,1,3.41,-0.03,0.01,0.00,0.20,0.00,12.02,0.20,-1.00,-1.00,4.01,15.44,0.81,3.34,1.05,0.34,0.37,0.29,0.00,32.04,1.70,-1.00,-1.00,49.14,0.06,0.12,0.14,16.05,0.59,-1.00,-1.00,0.00,0.00,0.33,0.06,0.29,0.21,8.77,5.57,44.06,1.00,1.90,-1.00,-1.00,1.05,70.14,70.14,0.27,19.36,1528,,,,,
5445,Rushing Peacock,Houston,Shenzhen,2,4.29,0.00,-0.06,-0.06,0.22,0.00,12.96,0.22,-1.00,-1.00,4.32,17.19,-0.01,-1.11,-0.31,0.33,0.32,0.01,0.00,17.83,0.45,-1.00,-1.00,4.14,-0.07,0.01,-0.20,-13.38,0.00,-1.00,-1.00,0.00,0.00,-0.30,0.17,0.30,0.17,5.93,5.07,30.79,0.66,0.66,-1.00,-1.00,-0.37,26.40,26.42,-0.01,-14.36,1371,,,,,
4600,Tech Titans,St. Louis,St.Louis,2,4.13,0.10,-0.03,-0.03,-0.09,0.00,-5.45,-0.09,-1.00,-1.00,-1.82,-1.35,-4.85,-1.41,-0.96,0.36,0.43,0.39,0.09,53.91,3.02,-1.00,-1.00,59.57,0.21,-0.08,0.00,6.61,0.40,-1.00,-1.00,0.00,0.09,0.30,0.10,-0.04,0.28,0.56,7.62,48.46,1.26,2.93,-1.00,-1.00,-0.99,65.84,74.46,0.23,16.40,1432,,,,,
3970,Duncan Dynamics,Houston,LosAngeles,4,5.61,0.31,0.42,0.52,0.54,0.00,32.62,0.54,-1.00,-1.00,10.87,38.75,-0.92,0.20,0.07,0.33,0.35,0.43,-0.01,22.14,1.78,-1.00,-1.00,45.18,0.02,0.09,0.35,22.98,0.73,-1.00,-1.00,0.08,-0.01,-0.10,0.02,0.14,0.24,2.90,5.98,54.76,1.10,2.33,-1.00,-1.00,0.59,89.91,90.44,0.30,4.76,1496,,,,,
5642,Mumford Mustangs,St. Louis,MICenterLine,2,3.28,0.00,0.00,0.00,0.03,0.00,1.83,0.03,-1.00,-1.00,0.61,5.11,2.10,-0.02,0.19,0.27,0.10,0.15,0.00,19.51,0.70,-1.00,-1.00,10.48,-0.08,-0.07,-0.03,-9.22,0.08,-1.00,-1.00,0.00,0.00,0.02,0.07,0.24,0.03,6.13,1.08,21.34,0.52,0.73,-1.00,-1.00,0.19,16.67,16.67,-0.02,-38.71,1333,,,,,
6514,Sutton Robotics League,St. Louis,ONGeorgianCollege,4,3.96,0.00,0.18,0.18,-0.06,0.00,-3.60,-0.06,-1.00,-1.00,-1.20,0.54,-0.39,-0.92,-0.28,0.33,0.26,-0.08,-0.02,22.31,0.15,-1.00,-1.00,25.30,0.02,-0.04,0.08,3.27,0.33,-1.00,-1.00,0.00,-0.02,0.15,-0.12,0.19,0.13,5.53,2.55,18.71,0.50,0.09,-1.00,-1.00,-0.10,28.39,26.55,0.10,-45.66,1360,,,,,
3998,Redneck Robotics,Houston,PCHDalton,2,4.78,-0.01,-0.02,-0.02,0.31,0.00,18.35,0.31,-1.00,-1.00,6.12,23.10,-0.34,-1.09,-0.38,0.33,0.35,0.16,-0.01,21.00,0.97,-1.00,-1.00,28.25,0.05,-0.10,0.20,7.63,0.42,-1.00,-1.00,0.00,-0.01,0.19,0.05,0.17,-0.06,5.27,-1.26,39.35,0.83,1.28,-1.00,-1.00,-0.41,50.09,48.81,0.35,17.60,1425,,,,,
2246,The Army of Sum,St. Louis,MIGaylord,3,2.89,0.00,0.20,0.20,0.20,0.00,11.78,0.20,-1.00,-1.00,3.93,14.87,-0.21,0.15,0.04,0.33,0.27,-0.01,-0.02,15.06,0.17,-1.00,-1.00,14.17,0.06,-0.01,-0.07,-0.93,0.25,-1.00,-1.00,0.00,-0.02,-0.14,0.23,-0.07,0.45,-2.50,12.35,26.84,0.57,0.37,-1.00,-1.00,0.24,41.38,39.00,0.10,-16.39,1362,,,,,
2605,Sehome Seamonsters,Houston,PNWMountVernon,3,4.59,0.00,0.60,0.60,0.13,0.00,8.05,0.13,-1.00,-1.00,2.68,13.24,0.17,0.27,0.06,0.33,0.29,0.45,-0.05,35.63,1.95,-1.00,-1.00,54.40,0.11,-0.02,0.28,18.71,0.64,-1.00,-1.00,0.00,-0.05,0.05,0.17,0.26,-0.01,6.76,0.50,43.68,1.02,2.09,-1.00,-1.00,0.66,68.14,63.50,0.31,-2.16,1487,,,,,
4847,Techno-Logic Trojans,Houston,Palmetto,1,4.62,0.00,0.59,0.59,0.05,0.00,3.28,0.05,-1.00,-1.00,1.09,8.50,-0.84,-1.68,-0.57,0.33,0.23,-0.20,0.00,12.66,-0.36,-1.00,-1.00,-1.35,-0.04,-0.15,-0.07,-13.44,0.00,-1.00,-1.00,0.00,0.00,-0.01,-0.05,-0.14,0.25,-3.48,6.04,15.94,0.37,-0.30,-1.00,-1.00,0.03,13.19,13.19,-0.24,-37.00,1368,,,,,
3971,Kai Orbus,Houston,NCGreensboro,2,4.75,0.00,0.38,0.38,-0.16,0.00,-9.42,-0.16,-1.00,-1.00,-3.14,-4.29,-0.17,-1.20,-0.46,0.34,0.30,0.21,0.00,40.64,1.70,-1.00,-1.00,37.45,0.04,-0.05,-0.04,-2.73,0.21,-1.00,-1.00,0.00,0.00,-0.30,0.21,0.03,0.06,-0.70,2.44,31.21,0.86,1.54,-1.00,-1.00,-0.08,35.60,35.60,0.20,-13.37,1349,,,,,
1676,The Pascack PI-oneers,St. Louis,MARMontgomery,5,5.13,0.31,-0.20,-0.14,0.46,0.00,27.50,0.46,-1.00,-1.00,9.17,32.50,-0.05,0.13,0.07,0.33,0.33,0.30,0.22,28.99,2.71,-1.00,-1.00,56.77,0.20,0.28,0.08,27.72,0.82,-1.00,-1.00,-0.00,0.22,0.19,0.05,-0.10,-0.06,-1.66,-1.17,56.49,1.18,3.16,-1.00,-1.00,-0.07,88.09,109.72,0.15,12.39,1533,,,,,
5653,Iron Mosquitos,St. Louis,NorthernLights,1,5.08,0.00,-0.09,-0.09,-0.04,0.00,-2.15,-0.04,-1.00,-1.00,-0.72,2.84,0.47,-3.42,-1.23,0.33,0.32,-0.07,-0.02,24.03,0.32,-1.00,-1.00,46.83,-0.02,0.16,0.34,24.03,0.75,-1.00,-1.00,0.00,-0.02,0.21,-0.07,0.39,0.70,10.69,17.13,21.88,0.56,0.28,-1.00,-1.00,-1.31,66.80,64.95,0.21,13.69,1444,,,,,
34,Rockets,Houston,St.Louis,2,4.35,0.10,0.89,0.89,0.30,0.00,18.19,0.30,-1.00,-1.00,6.06,23.44,-8.52,-1.40,-1.37,0.23,0.24,0.31,0.10,23.47,1.94,-1.00,-1.00,33.61,0.16,0.03,0.03,11.52,0.50,-1.00,-1.00,0.00,0.10,0.13,-0.02,0.33,-0.00,8.83,-0.19,41.66,0.89,2.24,-1.00,-1.00,-0.48,56.87,67.20,0.20,-20.11,1461,,,,,
6172,The Mad Dogs,St. Louis,NEGraniteState,1,4.87,-0.02,0.20,0.20,0.05,0.00,2.93,0.05,-1.00,-1.00,0.98,8.00,0.05,-0.90,-0.33,0.33,0.17,-0.10,0.00,14.06,-0.01,-1.00,-1.00,4.79,-0.05,-0.41,0.28,-8.94,0.09,-1.00,-1.00,0.00,0.00,-0.02,-0.04,-0.07,-0.07,-1.94,-2.00,16.99,0.40,0.04,-1.00,-1.00,-0.14,10.79,11.11,-0.18,-37.95,1349,,,,,
5737,Mars Style,Houston,SiliconValley,5,5.07,0.60,0.98,1.16,0.10,0.00,6.20,0.10,-1.00,-1.00,2.07,12.44,-1.29,2.19,0.63,0.22,0.22,0.07,0.06,18.98,0.90,-1.00,-1.00,39.46,0.08,0.06,0.26,19.85,0.67,-1.00,-1.00,0.02,0.06,0.04,-0.18,0.26,-0.29,6.58,-8.17,25.19,0.58,1.01,-1.00,-1.00,1.79,43.72,50.44,-0.02,-47.49,1334,,,,,
4153,Project Y,Houston,Colorado,4,5.80,0.11,0.27,0.24,0.20,0.00,12.15,0.20,-1.00,-1.00,4.05,18.18,-0.20,-1.32,-0.44,0.33,0.43,0.06,-0.00,24.85,0.85,-1.00,-1.00,56.38,0.21,0.40,0.04,31.96,0.91,-1.00,-1.00,-0.01,-0.00,-0.02,0.18,0.02,-0.02,0.43,0.46,37.00,0.82,1.05,-1.00,-1.00,-0.20,75.02,74.80,0.12,-8.91,1471,,,,,
830,The RatPack,St. Louis,MIHowell,5,5.03,0.09,0.03,0.05,0.39,0.00,23.39,0.39,-1.00,-1.00,7.80,28.47,0.69,-0.53,-0.11,0.33,0.35,0.58,-0.01,34.41,2.57,-1.00,-1.00,63.66,0.15,0.13,0.30,29.36,0.86,-1.00,-1.00,0.00,-0.01,0.10,0.09,0.03,0.06,1.30,1.92,57.80,1.25,2.96,-1.00,-1.00,-0.07,94.05,93.35,0.19,-0.19,1516,,,,,
2907,Lion Robotics,Houston,PNWAuburnMountainview,1,5.34,-0.02,-0.18,-0.19,0.43,0.00,25.87,0.43,-1.00,-1.00,8.62,31.02,-0.06,0.06,0.08,0.34,0.36,-0.04,0.00,9.14,0.12,-1.00,-1.00,24.29,0.10,0.19,0.02,15.06,0.57,-1.00,-1.00,0.00,0.00,0.08,0.17,0.05,0.06,1.69,2.41,35.01,0.66,0.55,-1.00,-1.00,-0.11,57.72,57.72,0.34,22.49,1523,,,,,
107,Team R.O.B.O.T.I.C.S.,St. Louis,MIWestMichigan,4,5.21,-0.01,0.36,0.36,0.51,0.00,30.74,0.51,-1.00,-1.00,10.25,36.32,-1.57,-0.88,-0.42,0.33,0.35,0.42,0.06,25.72,2.21,-1.00,-1.00,42.35,0.10,0.04,0.20,17.05,0.61,-1.00,-1.00,0.00,0.06,0.17,0.06,0.28,0.26,7.90,6.86,56.47,1.16,2.72,-1.00,-1.00,-0.06,85.52,91.53,0.12,21.21,1459,,,,,
2930,Sonic Squirrels,Houston,PNWGlacierPeak,4,3.76,-0.02,0.00,0.00,0.42,0.00,25.12,0.42,-1.00,-1.00,8.37,28.88,-0.09,1.25,0.43,0.35,0.37,0.42,0.16,34.94,2.95,-1.00,-1.00,53.43,0.26,-0.04,0.15,18.06,0.63,-1.00,-1.00,0.00,0.16,-0.03,0.02,0.06,0.10,1.27,2.57,60.06,1.29,3.37,-1.00,-1.00,0.44,84.89,100.68,0.17,10.66,1588,,,,,
3525,The Nuts & Bolts of Fury,St. Louis,NERhodeIsland,4,5.23,0.15,0.45,0.46,-0.09,0.00,-5.64,-0.09,-1.00,-1.00,-1.88,0.05,0.07,3.94,1.32,0.33,0.35,-0.07,0.06,30.89,0.88,-1.00,-1.00,43.69,-0.01,0.32,-0.08,11.48,0.50,-1.00,-1.00,0.06,0.06,0.06,0.04,0.23,-0.14,6.12,-3.31,25.25,0.68,0.79,-1.00,-1.00,1.77,40.43,47.95,-0.27,-59.06,1330,,,,,
4400,CERBOTICS,Houston,Laguna,5,3.91,-0.04,0.26,0.25,0.32,0.00,18.93,0.32,-1.00,-1.00,6.31,23.09,0.31,2.60,0.92,0.33,0.37,0.54,0.00,37.26,2.61,-1.00,-1.00,51.56,0.02,0.19,0.05,13.39,0.54,-1.00,-1.00,0.04,0.00,-0.26,-0.09,-0.22,-0.11,-6.74,-3.26,56.18,1.25,2.93,-1.00,-1.00,1.17,71.39,72.12,0.32,44.27,1445,,,,,
3619,Blackhawks,St. Louis,MITroy,5,4.32,-0.01,0.67,0.64,-0.01,0.00,-0.41,-0.01,-1.00,-1.00,-0.14,4.55,0.90,0.77,0.31,0.33,0.25,0.26,-0.02,33.21,1.43,-1.00,-1.00,32.49,-0.19,0.04,0.13,-1.04,0.25,-1.00,-1.00,-0.01,-0.02,0.17,0.21,-0.05,0.47,-0.39,12.80,32.80,0.82,1.42,-1.00,-1.00,0.96,49.84,47.78,0.32,7.02,1396,,,,,
6170,Vitronik,Houston,Laguna,5,4.55,0.56,-1.17,-1.00,0.31,0.00,18.74,0.31,-1.00,-1.00,6.25,22.28,-0.17,-7.65,-2.57,0.33,0.35,0.17,0.00,21.78,1.07,-1.00,-1.00,36.91,0.10,0.14,0.11,17.70,0.63,-1.00,-1.00,-0.08,0.00,0.05,-0.20,0.09,0.79,2.44,18.66,40.52,0.86,1.38,-1.00,-1.00,-3.57,77.85,76.20,0.26,22.36,1458,,,,,
246,Overclocked,St. Louis,NEWPI,2,4.78,0.00,-0.39,-0.39,0.18,0.00,10.79,0.18,-1.00,-1.00,3.60,15.18,3.44,-2.30,-0.44,0.34,0.42,0.28,-0.01,33.94,1.73,-1.00,-1.00,33.28,-0.08,-0.09,0.17,-0.23,0.27,-1.00,-1.00,0.00,-0.01,0.33,-0.04,0.22,0.38,7.27,9.25,44.73,1.03,1.91,-1.00,-1.00,-0.83,57.71,56.87,0.09,-16.89,1408,,,,,
3131,Gladiators,Houston,PNWClackamasAcademy,4,2.58,0.00,-0.07,-0.07,-0.09,0.00,-5.55,-0.09,-1.00,-1.00,-1.85,-3.04,0.04,0.93,0.38,0.32,0.09,0.00,-0.02,19.54,0.15,-1.00,-1.00,14.69,-0.08,0.05,-0.08,-5.23,0.17,-1.00,-1.00,0.00,-0.02,0.01,-0.01,-0.08,0.11,-2.04,2.73,13.99,0.40,0.06,-1.00,-1.00,0.31,14.38,12.37,-0.21,-67.64,1268,,,,,
123,Team - Cosmos,St. Louis,MIWoodhaven,4,5.16,-0.05,-0.13,-0.14,0.07,0.00,4.49,0.07,-1.00,-1.00,1.50,9.50,-1.76,0.53,-0.02,0.33,0.37,0.00,0.00,25.11,0.66,-1.00,-1.00,55.63,0.01,0.25,0.35,30.55,0.88,-1.00,-1.00,0.00,0.00,0.03,-0.07,0.18,0.09,4.60,1.99,29.59,0.70,0.73,-1.00,-1.00,-0.16,67.12,67.12,0.12,5.37,1418,,,,,
28,Pierson Whalers,St. Louis,SBPLILongIsland,5,3.55,0.09,1.47,1.50,-0.00,-0.00,-0.15,-0.00,-1.00,-1.00,-0.05,4.90,-1.36,-0.88,-0.37,0.33,0.34,0.15,-0.02,32.22,1.15,-1.00,-1.00,48.25,0.22,0.05,0.06,16.41,0.60,-1.00,-1.00,0.00,-0.02,0.45,-0.13,0.33,0.15,10.40,3.02,32.07,0.80,1.15,-1.00,-1.00,1.13,56.17,54.12,0.06,-10.28,1454,,,,,
5889,Commandobots,Houston,Oklahoma,4,5.87,0.00,0.15,0.15,0.17,0.00,10.28,0.17,-1.00,-1.00,3.43,16.30,0.33,0.08,0.03,0.33,0.31,0.32,0.00,31.83,1.76,-1.00,-1.00,49.51,0.10,0.05,0.21,17.66,0.63,-1.00,-1.00,0.00,0.00,0.81,0.46,0.66,0.31,20.47,10.15,42.11,0.97,1.93,-1.00,-1.00,0.17,75.96,75.96,-0.06,-35.29,1401,,,,,
3019,Firebirds,Houston,ArizonaNorth,2,4.99,-0.02,-0.07,-0.07,0.11,0.00,6.64,0.11,-1.00,-1.00,2.21,11.55,-1.41,0.27,-0.19,0.33,0.34,-0.09,0.00,18.84,0.21,-1.00,-1.00,35.05,-0.05,0.41,-0.03,16.40,0.60,-1.00,-1.00,0.00,0.00,0.15,0.34,-0.12,-0.23,-2.28,-3.95,25.48,0.58,0.32,-1.00,-1.00,-0.26,42.65,42.65,0.14,-12.41,1469,,,,,
4481,Team Rembrandts,St. Louis,Orlando,2,4.24,0.07,-0.24,-0.22,0.08,0.00,4.56,0.08,-1.00,-1.00,1.52,8.58,0.51,0.05,-0.01,0.33,0.38,0.69,-0.04,51.68,3.22,-1.00,-1.00,78.06,-0.03,0.27,0.28,26.39,0.80,-1.00,-1.00,0.00,-0.04,0.18,0.16,0.58,0.16,15.44,4.87,56.24,1.37,3.30,-1.00,-1.00,-0.22,91.51,88.01,0.39,49.96,1604,,,,,
1642,Techno-Cats,Houston,BrazosValley,5,3.13,0.00,-0.33,-0.33,0.04,0.00,2.18,0.04,-1.00,-1.00,0.73,4.98,0.14,-1.49,-0.49,0.33,0.25,0.02,-0.03,21.20,0.33,-1.00,-1.00,16.19,0.06,-0.03,-0.12,-4.53,0.18,-1.00,-1.00,0.00,-0.03,-0.05,-0.02,-0.02,0.37,-0.85,9.14,23.39,0.57,0.37,-1.00,-1.00,-0.81,30.32,26.88,0.10,-17.36,1358,,,,,
3936,RoboBlitz,St. Louis,INSt.Joseph,2,5.68,0.00,1.51,1.51,0.40,0.00,24.24,0.40,-1.00,-1.00,8.08,31.44,0.42,8.65,2.69,0.33,0.34,0.06,0.00,13.22,0.53,-1.00,-1.00,18.96,0.01,0.07,-0.03,3.05,0.33,-1.00,-1.00,0.00,0.00,0.10,0.12,-0.10,0.02,-1.91,1.18,37.46,0.73,0.93,-1.00,-1.00,4.20,51.57,51.57,0.11,-42.66,1392,,,,,
2027,Robotic Dragons,St. Louis,SBPLILongIsland,5,5.78,-0.04,0.06,0.00,0.04,0.01,2.61,0.04,-1.00,-1.00,0.87,8.39,-0.62,-0.40,-0.23,0.33,0.23,0.20,-0.04,27.10,0.98,-1.00,-1.00,53.24,0.47,-0.04,0.10,26.38,0.80,-1.00,-1.00,0.00,-0.04,0.06,-0.21,0.24,0.04,6.24,-0.00,29.71,0.72,1.02,-1.00,-1.00,-0.23,61.63,57.98,0.07,-23.82,1391,,,,,
6333,Scavenger Robotics,St. Louis,NESEMass,2,3.04,0.00,-0.01,-0.01,0.04,0.00,2.50,0.04,-1.00,-1.00,0.83,5.53,-0.35,-0.13,-0.05,0.33,0.19,-0.07,-0.00,16.20,0.01,-1.00,-1.00,15.01,0.04,0.21,-0.27,-1.13,0.25,-1.00,-1.00,0.00,-0.00,0.52,0.23,-0.05,0.09,1.43,3.40,18.69,0.45,0.05,-1.00,-1.00,-0.06,23.94,23.46,0.00,-31.52,1337,,,,,
5957,CAT 5 CyberCanes,St. Louis,CHSCentralValley,4,5.38,0.30,0.19,0.28,-0.06,0.00,-3.48,-0.06,-1.00,-1.00,-1.16,2.19,-0.08,0.37,0.08,0.33,0.36,0.04,-0.03,30.36,0.75,-1.00,-1.00,59.29,0.16,0.28,0.14,28.85,0.85,-1.00,-1.00,0.00,-0.03,0.02,-0.00,0.05,-0.09,1.36,-2.38,26.88,0.70,0.69,-1.00,-1.00,0.37,59.10,55.94,-0.13,-31.50,1409,,,,,
2358,Bearbotics,St. Louis,Wisconsin,4,5.47,0.29,-0.72,-0.61,-0.14,0.00,-8.65,-0.14,-1.00,-1.00,-2.88,-3.79,0.04,-1.11,-0.39,0.33,0.32,0.31,0.09,47.71,2.56,-1.00,-1.00,53.66,-0.16,0.10,0.19,6.34,0.40,-1.00,-1.00,0.00,0.09,0.03,-0.15,-0.06,0.20,-1.24,4.16,39.06,1.05,2.41,-1.00,-1.00,-1.00,54.03,63.21,0.21,-19.10,1381,,,,,
811,Cardinals,St. Louis,NEGraniteState,1,5.48,-0.02,-0.26,-0.26,0.20,0.00,12.10,0.20,-1.00,-1.00,4.03,17.32,0.62,0.65,0.25,0.33,0.39,-0.03,-0.02,19.05,0.35,-1.00,-1.00,28.36,0.06,0.24,-0.12,9.06,0.45,-1.00,-1.00,0.00,-0.02,0.26,-0.10,0.15,0.29,5.04,6.86,31.15,0.68,0.55,-1.00,-1.00,-0.01,52.55,50.92,-0.08,-36.87,1408,,,,,
3515,Pneubotic Mustangs ,St. Louis,MARMountOlive,2,2.43,0.00,0.07,0.07,0.16,0.00,9.76,0.16,-1.00,-1.00,3.25,12.26,1.38,-1.39,-0.31,0.33,0.39,-0.03,0.00,21.15,0.49,-1.00,-1.00,7.17,-0.14,0.02,-0.15,-13.67,0.00,-1.00,-1.00,0.00,0.00,0.27,-0.02,0.24,0.17,7.33,4.10,30.90,0.69,0.65,-1.00,-1.00,-0.24,23.53,23.53,-0.04,-40.64,1398,,,,,
4270,Crusaders,Houston,Hawaii,5,3.72,0.00,0.13,0.13,0.30,0.00,18.28,0.30,-1.00,-1.00,6.09,22.12,0.38,-2.48,-0.77,0.35,0.43,0.53,-0.02,39.96,2.61,-1.00,-1.00,57.10,-0.01,0.10,0.26,17.91,0.63,-1.00,-1.00,-0.05,-0.02,-0.10,0.00,0.41,0.10,9.72,2.51,58.23,1.30,2.92,-1.00,-1.00,-0.64,81.73,79.07,0.38,21.46,1471,,,,,
5971,Raider Robotics Team,Houston,Bayou,4,3.78,0.14,0.08,0.08,0.01,0.00,0.83,0.01,-1.00,-1.00,0.28,4.69,-0.48,-2.04,-0.74,0.33,0.34,0.08,0.02,30.16,1.08,-1.00,-1.00,15.74,0.03,0.06,-0.36,-13.68,0.00,-1.00,-1.00,0.00,0.02,0.20,-0.07,0.35,-0.13,9.76,-3.71,30.99,0.77,1.09,-1.00,-1.00,-0.66,16.72,18.39,-0.14,-75.76,1321,,,,,
3168,Warriors,St. Louis,CHSCentralValley,4,4.58,-0.71,0.13,-0.06,0.01,0.00,0.89,0.01,-1.00,-1.00,0.30,5.41,0.20,4.96,1.70,0.33,0.18,-0.09,-0.03,15.00,-0.13,-1.00,-1.00,19.68,0.09,0.06,-0.09,2.98,0.33,-1.00,-1.00,0.00,-0.03,-0.02,0.07,-0.03,0.16,-0.96,4.28,15.89,0.39,-0.11,-1.00,-1.00,1.65,29.37,25.97,0.06,-7.17,1396,,,,,
5979,Apex,St. Louis,CHSGreaterDC,2,4.39,0.00,0.00,0.00,0.23,0.00,14.06,0.23,-1.00,-1.00,4.69,18.45,-0.03,-0.24,-0.05,0.33,-0.08,-0.14,0.00,-5.00,-0.88,-1.00,-1.00,-6.26,-0.05,-0.15,0.18,-1.21,0.25,-1.00,-1.00,0.00,0.00,0.45,0.11,0.17,-0.08,6.54,-1.34,9.06,0.11,-0.64,-1.00,-1.00,-0.05,10.85,10.85,-0.04,-54.13,1335,,,,,
6707,RCW   Jaguars,St. Louis,NorthernLights,1,0.94,0.00,0.08,0.08,0.29,0.00,17.28,0.29,-1.00,-1.00,5.76,18.29,-0.02,2.80,0.92,0.33,0.40,-0.03,-0.02,15.90,0.28,-1.00,-1.00,9.36,0.22,-0.35,-0.03,-7.46,0.13,-1.00,-1.00,0.00,-0.02,0.16,-0.02,-0.08,-0.09,-1.23,-2.34,33.18,0.69,0.57,-1.00,-1.00,1.00,25.31,23.27,-0.21,-72.24,1298,,,,,
1261,Robo  Lions,Houston,PCHAlbany,4,4.54,0.48,0.25,0.42,0.36,0.00,21.68,0.36,-1.00,-1.00,7.23,26.63,-0.35,-0.69,-0.21,0.33,0.34,0.13,-0.00,17.50,0.82,-1.00,-1.00,28.55,0.07,0.04,0.11,11.25,0.50,-1.00,-1.00,0.00,-0.00,0.17,-0.09,0.11,0.22,3.49,4.97,39.18,0.80,1.18,-1.00,-1.00,0.21,60.15,59.72,0.00,-8.67,1427,,,,,
6223,Arsenal Engineering,St. Louis,Wisconsin,4,6.15,0.19,0.07,0.10,0.05,0.00,3.03,0.05,-1.00,-1.00,1.01,9.29,1.20,2.03,0.75,0.33,0.28,0.07,0.07,28.06,1.21,-1.00,-1.00,35.07,0.04,-0.01,0.10,6.25,0.40,-1.00,-1.00,0.00,0.07,-0.13,-0.11,-0.08,0.15,-2.62,3.29,31.10,0.75,1.26,-1.00,-1.00,0.86,47.65,54.95,0.19,-12.60,1366,,,,,
580,Viking Robotics,Houston,LosAngeles,4,6.19,0.01,0.04,0.05,0.59,0.00,35.53,0.59,-1.00,-1.00,11.84,41.77,-1.20,5.53,1.59,0.33,0.41,0.50,-0.03,24.60,2.01,-1.00,-1.00,23.16,-0.02,-0.15,0.11,-3.04,0.21,-1.00,-1.00,0.02,-0.03,0.32,0.13,0.23,0.55,7.43,14.37,60.14,1.21,2.60,-1.00,-1.00,1.64,79.30,76.91,0.49,57.40,1512,,,,,
2543,TitanBot,Houston,Sacramento,4,5.10,-0.07,0.64,0.63,0.33,0.00,20.00,0.33,-1.00,-1.00,6.67,25.73,0.25,-3.08,-1.16,0.33,0.16,0.09,0.00,10.00,0.33,-1.00,-1.00,31.76,0.30,-0.06,0.22,22.91,0.73,-1.00,-1.00,-0.03,0.00,0.19,0.17,0.11,0.14,3.74,4.37,30.00,0.58,0.67,-1.00,-1.00,-0.53,61.86,61.24,0.27,3.09,1425,,,,,
6465,Decipher,Houston,PNWWilsonville,2,1.81,0.00,0.36,0.36,0.03,0.00,1.80,0.03,-1.00,-1.00,0.60,3.97,0.78,0.36,0.21,0.33,0.16,-0.15,-0.01,11.67,-0.42,-1.00,-1.00,2.28,-0.13,0.14,-0.21,-9.60,0.08,-1.00,-1.00,0.00,-0.01,0.08,0.06,0.17,-0.10,4.66,-2.31,13.48,0.32,-0.39,-1.00,-1.00,0.56,3.94,2.53,-0.11,-68.39,1288,,,,,
