,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Auto,,,,,,,,,,,,Teleop,,,,,,,,,,,,Endgame,,,,Defense,,,Miscellaneous,,,,,,,,Aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
team Number,nickname,seed Strength,auto Mobility Points,auto Fuel Low,auto Fuel High,auto Fuel Points,rotor 1 Auto,rotor 2 Auto,auto Rotor Points,auto Scored Gears,estimated Auto Gears,estimated Auto Gears 2,auto Rotor Bonus,auto Points,teleop Fuel Low,teleop Fuel High,teleop Fuel Points,rotor 1 Engaged,rotor 2 Engaged,rotor 3 Engaged,rotor 4 Engaged,teleop Rotor Points,teleop Scored Gears,estimated Teleop Gears,estimated Teleop Gears 2,teleop Points,touchpad Near,touchpad Middle,touchpad Far,teleop Takeoff Points,subtracted Opponent teleop Fuel Points,estimated Subtracted Opponent Gears,subtracted Opponent Teleop Points,kPa Ranking Point Achieved,rotor Ranking Point Achieved,foul Count,fouls Drawn,tech Foul Count,tech Fouls Drawn,foul Points,foul Points Drawn,total Rotor Points,total Rotors Engaged,total Scored Gears,estimated Total Gears,estimated Total Gears 2,kPa Added,total Points,playoff Total Points,win,winning Margin,winning Margin Elo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Cleveland's Team,3,4.69,-0.16,-1.22,-1.26,0.20,0.00,11.95,0.20,-1.00,-1.00,3.98,15.39,1.17,3.40,1.07,0.33,0.34,0.07,0.07,24.77,1.20,-1.00,-1.00,60.72,0.21,0.26,0.23,34.88,0.44,-1.00,-1.00,-0.01,0.07,-0.09,-0.13,-0.25,0.15,-6.74,3.20,36.72,0.82,1.40,-1.00,-1.00,-0.19,79.31,86.10,0.17,16.75,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Red Alert,3,4.80,0.00,2.22,2.22,0.11,0.00,6.89,0.11,-1.00,-1.00,2.30,13.90,-0.00,-0.89,-0.25,0.33,0.34,0.24,-0.04,30.68,1.33,-1.00,-1.00,68.28,0.37,0.11,0.28,37.85,0.94,-1.00,-1.00,0.00,-0.04,0.16,0.17,-0.00,0.27,0.68,7.62,37.57,0.88,1.44,-1.00,-1.00,1.96,89.80,86.10,0.11,5.36,1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6001,CIP,3,5.01,0.00,-0.04,-0.04,0.02,0.00,1.00,0.02,-1.00,-1.00,0.33,5.97,-0.10,-1.43,-0.53,0.31,0.33,0.37,0.00,39.77,2.11,-1.00,-1.00,66.38,-0.05,0.35,0.25,27.14,0.39,-1.00,-1.00,0.00,0.00,0.20,-0.09,-0.13,0.57,-2.36,13.70,40.77,1.01,2.13,-1.00,-1.00,-0.57,86.06,86.06,0.55,52.01,1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,TECHNOTICS,3,4.80,-0.11,0.97,0.90,0.26,0.01,16.51,0.28,-1.00,-1.00,5.50,22.21,0.40,0.13,0.04,0.33,0.34,0.22,-0.06,22.11,0.90,-1.00,-1.00,71.87,0.54,0.15,0.30,49.72,0.75,-1.00,-1.00,0.00,-0.06,-0.03,0.87,0.02,-0.25,0.46,-1.86,38.61,0.83,1.18,-1.00,-1.00,0.95,92.22,86.04,0.34,20.62,1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,SigmaC@T Robotic Team,3,5.00,0.07,-0.11,-0.09,0.26,-0.00,15.56,0.26,-1.00,-1.00,5.19,20.46,-0.14,0.86,0.22,0.34,0.23,0.18,-0.03,18.58,0.74,-1.00,-1.00,55.19,0.33,0.18,0.22,36.39,0.76,-1.00,-1.00,0.00,-0.03,0.03,-0.11,-0.09,0.57,-1.98,13.66,34.14,0.72,0.99,-1.00,-1.00,0.13,89.31,86.02,0.18,34.41,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3570,Pheonix,3,3.65,-0.01,-0.02,-0.02,0.28,0.00,16.65,0.28,-1.00,-1.00,5.55,20.28,1.21,-0.37,-0.04,0.33,0.28,-0.02,-0.01,12.01,0.19,-1.00,-1.00,68.57,0.35,0.36,0.42,56.61,0.57,-1.00,-1.00,0.00,-0.01,0.04,0.20,0.08,-0.10,2.25,-1.58,28.66,0.58,0.47,-1.00,-1.00,-0.07,87.27,86.01,0.32,27.26,1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567,The Mechanized Mafia,3,4.49,-0.57,0.62,0.44,0.26,-0.01,15.05,0.25,-1.00,-1.00,5.02,19.97,0.03,3.94,1.09,0.33,0.37,0.25,0.10,31.89,2.07,-1.00,-1.00,48.32,0.09,-0.07,0.29,15.34,0.75,-1.00,-1.00,0.00,0.10,0.10,0.30,0.12,0.25,3.41,7.85,46.94,1.05,2.32,-1.00,-1.00,1.54,76.15,86.01,0.47,33.43,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Griffins,3,5.61,0.01,-0.16,-0.16,0.26,0.00,15.74,0.26,-1.00,-1.00,5.25,21.19,0.01,0.13,0.06,0.33,0.40,0.54,0.00,40.33,2.68,-1.00,-1.00,68.69,0.34,0.15,0.07,28.31,0.61,-1.00,-1.00,0.01,0.00,0.48,0.11,0.06,-0.19,3.96,-4.17,56.06,1.27,2.94,-1.00,-1.00,-0.10,85.71,85.97,0.30,31.10,1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6731,Belmont Robotics,3,4.72,0.24,1.29,1.36,0.25,0.00,14.78,0.25,-1.00,-1.00,4.93,20.85,-0.29,-0.99,-0.37,0.33,0.33,0.37,-0.03,30.41,1.73,-1.00,-1.00,55.63,0.10,0.41,0.01,25.59,0.83,-1.00,-1.00,0.04,-0.03,-0.16,0.12,-0.10,0.45,-3.44,11.77,45.18,1.01,1.98,-1.00,-1.00,0.99,88.26,85.95,0.07,-2.46,1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3588,the Talon,3,4.60,0.00,-0.04,-0.04,0.38,0.00,22.88,0.38,-1.00,-1.00,7.63,27.44,-0.10,1.69,0.54,0.33,0.35,0.08,0.00,15.43,0.65,-1.00,-1.00,54.51,0.36,0.30,0.11,38.55,0.71,-1.00,-1.00,0.00,0.00,0.18,0.03,-0.02,0.15,0.51,3.99,38.30,0.77,1.03,-1.00,-1.00,0.50,85.95,85.95,0.28,12.59,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,Spartabots,3,4.48,0.16,0.24,0.24,0.08,0.00,4.65,0.08,-1.00,-1.00,1.55,9.36,0.16,-0.73,-0.25,0.33,0.34,0.39,0.04,41.00,2.41,-1.00,-1.00,70.75,0.12,0.36,0.13,30.00,0.79,-1.00,-1.00,0.00,0.04,0.01,0.23,0.08,0.01,2.07,1.54,45.65,1.10,2.48,-1.00,-1.00,-0.01,81.65,85.91,0.33,6.09,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,High Voltage,3,4.12,0.00,-1.23,-1.23,0.37,0.00,21.97,0.37,-1.00,-1.00,7.32,24.87,0.01,-0.44,-0.10,0.33,0.33,0.43,0.10,33.35,2.64,-1.00,-1.00,49.72,0.00,-0.00,0.33,16.47,0.38,-1.00,-1.00,-0.01,0.10,-0.05,-0.05,0.11,0.07,2.51,1.45,55.33,1.20,3.00,-1.00,-1.00,-1.33,76.04,85.88,0.06,-13.69,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3137,T-Birds ,3,3.86,-0.52,0.29,0.09,0.02,-0.00,1.29,0.02,-1.00,-1.00,0.43,5.24,3.30,-0.08,0.36,0.33,0.35,0.18,0.01,34.23,1.48,-1.00,-1.00,70.04,0.04,0.33,0.34,35.45,0.70,-1.00,-1.00,0.00,0.01,0.11,0.18,0.40,0.33,10.52,9.11,35.53,0.88,1.50,-1.00,-1.00,0.45,84.39,85.86,0.14,3.39,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5332,Toaster Tech,3,5.65,-0.94,-0.07,-0.35,0.10,0.00,6.13,0.10,-1.00,-1.00,2.04,11.43,-0.21,0.25,0.03,0.33,0.30,0.23,-0.01,30.07,1.34,-1.00,-1.00,71.33,0.32,0.30,0.20,41.23,0.47,-1.00,-1.00,0.00,-0.01,0.64,0.13,0.08,0.16,5.17,4.58,36.19,0.85,1.44,-1.00,-1.00,-0.31,87.33,85.85,0.26,30.61,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,D cubed,3,5.77,0.04,0.19,0.20,0.34,0.00,20.30,0.34,-1.00,-1.00,6.77,26.27,-0.33,6.78,2.07,0.33,0.34,0.43,-0.01,30.25,2.01,-1.00,-1.00,53.69,0.07,0.06,0.29,21.37,0.43,-1.00,-1.00,0.07,-0.01,-0.01,0.11,-0.17,0.18,-4.40,5.15,50.55,1.09,2.35,-1.00,-1.00,2.27,85.10,85.85,0.25,9.90,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Tech Fusion,3,5.38,0.08,-0.20,-0.18,0.53,-0.03,29.95,0.50,-1.00,-1.00,9.98,35.16,-0.71,-0.27,-0.14,0.33,0.25,0.30,0.01,15.83,1.25,-1.00,-1.00,51.81,0.43,0.28,0.01,36.12,0.70,-1.00,-1.00,0.00,0.01,-0.11,0.08,0.12,-0.10,2.40,-2.00,45.78,0.89,1.75,-1.00,-1.00,-0.31,84.97,85.83,0.24,-3.06,1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942,Warriors,3,4.96,0.00,-0.16,-0.16,0.21,0.00,12.83,0.21,-1.00,-1.00,4.28,17.63,-0.32,0.36,0.09,0.33,0.36,0.26,0.00,29.67,1.55,-1.00,-1.00,67.30,0.50,0.18,0.07,37.54,0.73,-1.00,-1.00,0.00,0.00,0.06,-0.20,-0.30,0.07,-7.16,0.88,42.50,0.96,1.76,-1.00,-1.00,-0.07,85.81,85.81,0.36,11.78,1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6314,Desert Mountain Robotics,3,3.95,-0.01,-0.36,-0.36,-0.02,0.00,-1.50,-0.02,-1.00,-1.00,-0.50,2.09,0.15,-0.96,-0.30,0.33,0.35,0.13,0.00,33.68,1.26,-1.00,-1.00,82.08,0.21,0.28,0.49,48.70,0.93,-1.00,-1.00,0.00,0.00,0.11,-0.06,0.04,0.08,1.44,1.64,32.18,0.82,1.23,-1.00,-1.00,-0.66,85.80,85.80,0.36,49.48,1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Gael Force,3,5.39,0.14,-0.62,-0.55,0.36,0.00,21.86,0.36,-1.00,-1.00,7.29,26.69,0.01,-4.32,-1.41,0.33,0.35,0.54,-0.02,33.75,2.37,-1.00,-1.00,62.46,0.17,0.10,0.33,30.12,0.57,-1.00,-1.00,-0.03,-0.02,0.33,0.44,0.02,-0.11,2.24,-0.65,55.61,1.21,2.74,-1.00,-1.00,-1.96,88.50,85.79,0.27,8.61,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,The Riot Crew,3,4.49,-0.06,-0.22,-0.24,0.21,0.00,12.52,0.21,-1.00,-1.00,4.17,16.77,-0.12,1.37,0.43,0.34,0.33,0.40,-0.01,33.84,1.98,-1.00,-1.00,56.52,0.30,0.20,-0.05,22.25,0.90,-1.00,-1.00,-0.04,-0.01,0.18,-0.10,0.15,0.60,4.66,14.50,46.36,1.05,2.19,-1.00,-1.00,0.18,87.79,85.73,0.28,5.90,1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5973,Moonshots,3,4.21,-0.09,0.35,0.31,0.08,0.00,4.80,0.08,-1.00,-1.00,1.60,9.32,0.27,1.72,0.59,0.33,0.33,0.20,0.07,34.22,1.82,-1.00,-1.00,60.77,0.00,0.22,0.30,25.96,0.70,-1.00,-1.00,0.00,0.07,-0.13,0.12,0.18,0.31,3.86,8.31,39.02,0.94,1.90,-1.00,-1.00,0.91,78.40,85.73,0.38,30.44,1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,Panther Robotics,3,4.94,-0.04,0.02,0.02,0.11,0.00,6.64,0.11,-1.00,-1.00,2.21,11.60,-0.10,-2.10,-0.67,0.33,0.34,0.05,-0.05,22.36,0.45,-1.00,-1.00,75.47,0.43,0.53,0.12,53.78,0.87,-1.00,-1.00,0.00,-0.05,0.00,-0.02,0.34,0.16,8.57,3.89,29.00,0.67,0.56,-1.00,-1.00,-0.65,90.97,85.71,0.37,21.09,1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4067,The Incredible Hawk,3,3.41,-0.16,0.00,-0.06,0.22,0.00,13.09,0.22,-1.00,-1.00,4.36,16.45,-0.53,0.02,-0.04,0.33,0.36,0.25,0.00,29.03,1.49,-1.00,-1.00,71.44,0.38,-0.03,0.50,42.45,0.44,-1.00,-1.00,0.00,0.00,-0.02,0.01,-0.19,-0.09,-4.74,-2.26,42.12,0.94,1.71,-1.00,-1.00,-0.09,85.62,85.62,0.27,35.17,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,Thermogenesis,3,3.40,0.05,0.59,0.59,0.13,0.00,7.81,0.13,-1.00,-1.00,2.60,11.80,-1.37,0.60,-0.12,0.33,0.22,-0.05,-0.01,14.44,0.03,-1.00,-1.00,71.51,0.31,0.41,0.42,57.19,0.88,-1.00,-1.00,0.00,-0.01,-0.10,0.05,-0.21,0.13,-5.86,3.52,22.25,0.49,0.16,-1.00,-1.00,0.47,86.83,85.62,0.44,57.22,1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4495,Kittitas County Robotics/ Team Haywire,3,4.12,0.00,-0.21,-0.21,0.19,0.00,11.54,0.19,-1.00,-1.00,3.85,15.44,0.02,-1.32,-0.44,0.33,0.35,0.18,0.00,26.75,1.22,-1.00,-1.00,75.93,0.15,0.48,0.36,49.62,0.71,-1.00,-1.00,0.00,0.00,0.07,0.10,-0.13,-0.25,-2.96,-5.82,38.29,0.86,1.42,-1.00,-1.00,-0.66,85.56,85.56,0.07,-2.58,1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,Sehome Seamonsters,3,5.14,-0.03,-0.07,-0.07,0.33,0.00,19.60,0.33,-1.00,-1.00,6.53,24.67,0.37,1.08,0.18,0.34,0.34,-0.02,-0.03,12.18,0.12,-1.00,-1.00,61.77,0.45,0.35,0.19,49.41,0.80,-1.00,-1.00,0.00,-0.03,-0.06,0.38,0.00,-0.01,-0.25,1.63,31.78,0.63,0.44,-1.00,-1.00,0.12,88.07,85.48,0.18,34.48,1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,Advanced Power,3,4.67,-0.03,0.54,0.53,0.35,0.00,21.16,0.35,-1.00,-1.00,7.05,26.35,-1.19,0.39,0.05,0.33,0.30,0.18,0.00,18.38,1.03,-1.00,-1.00,52.88,0.22,0.23,0.24,34.45,0.87,-1.00,-1.00,0.00,0.00,-0.01,0.02,0.16,0.25,3.84,6.22,39.54,0.81,1.38,-1.00,-1.00,0.58,85.46,85.46,0.13,12.37,1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181,La Salle Robotics,3,4.84,0.00,-0.47,-0.47,0.39,0.00,23.47,0.39,-1.00,-1.00,7.82,27.83,0.03,-3.06,-0.93,0.33,0.35,0.43,-0.01,28.52,1.96,-1.00,-1.00,58.74,0.32,0.05,0.25,31.15,0.68,-1.00,-1.00,-0.03,-0.01,0.58,-0.11,0.17,0.04,7.03,0.57,51.99,1.10,2.35,-1.00,-1.00,-1.40,87.14,85.37,0.18,-11.47,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,Ninjineers,3,4.45,0.05,1.09,1.10,-0.14,0.00,-8.27,-0.14,-1.00,-1.00,-2.76,-2.72,0.22,0.83,0.18,0.33,0.39,0.29,0.13,51.11,2.79,-1.00,-1.00,77.89,0.16,0.07,0.30,26.60,0.71,-1.00,-1.00,0.00,0.13,-0.10,0.33,0.15,-0.16,3.15,-2.31,42.84,1.14,2.66,-1.00,-1.00,1.28,72.86,85.37,0.21,14.03,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,The Megatron Oracles,3,5.41,0.07,0.35,0.32,0.28,0.00,16.73,0.28,-1.00,-1.00,5.58,22.46,-3.60,0.59,-0.28,0.33,0.35,0.31,0.00,28.74,1.67,-1.00,-1.00,58.88,0.42,0.17,0.02,30.42,0.64,-1.00,-1.00,-0.00,0.00,0.27,0.17,0.01,0.12,1.70,3.82,45.46,1.00,1.95,-1.00,-1.00,0.04,85.15,85.15,0.39,60.20,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571,Rambots,3,3.45,0.11,0.23,0.26,-0.09,0.00,-5.45,-0.09,-1.00,-1.00,-1.82,-1.73,-0.47,-0.41,-0.19,0.34,0.22,0.28,-0.04,35.69,1.46,-1.00,-1.00,87.70,0.53,0.20,0.32,52.20,0.40,-1.00,-1.00,0.00,-0.04,-0.21,-0.02,-0.42,0.11,-11.42,2.68,30.25,0.80,1.37,-1.00,-1.00,0.07,88.65,85.09,0.14,44.63,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3940,CyberTooth,3,4.87,0.00,3.79,3.79,0.17,0.00,10.04,0.17,-1.00,-1.00,3.35,18.71,0.06,40.93,13.27,0.33,0.33,0.06,-0.11,17.57,0.05,-1.00,-1.00,74.60,0.32,0.22,0.34,43.77,0.86,-1.00,-1.00,0.00,-0.11,0.02,0.27,0.25,0.07,6.29,3.17,27.61,0.61,0.21,-1.00,-1.00,17.06,96.47,85.08,0.14,-11.03,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,Techno Trojans,3,5.44,-0.01,0.62,0.62,0.25,0.00,14.77,0.25,-1.00,-1.00,4.92,20.83,-0.39,-0.52,-0.28,0.33,0.35,0.41,-0.03,32.43,1.89,-1.00,-1.00,51.19,-0.09,0.34,0.13,19.04,0.60,-1.00,-1.00,0.00,-0.03,0.03,0.16,0.15,0.63,3.82,16.51,47.20,1.06,2.14,-1.00,-1.00,0.34,88.53,85.07,0.09,-3.91,1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,FRC Team 3767 - TITAN Robotics,3,3.84,-0.03,-0.07,-0.05,0.23,0.00,13.68,0.23,-1.00,-1.00,4.56,17.47,0.42,-0.38,-0.07,0.33,0.43,0.27,0.00,32.05,1.69,-1.00,-1.00,65.51,0.29,0.29,0.09,33.54,0.61,-1.00,-1.00,0.00,0.00,0.01,0.09,0.24,0.07,6.02,2.05,45.73,1.03,1.91,-1.00,-1.00,-0.12,85.04,85.04,0.08,10.51,1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5112,The Gongoliers,3,4.27,0.34,-0.55,-0.46,0.48,0.00,28.53,0.48,-1.00,-1.00,9.51,32.34,-0.61,3.50,1.10,0.33,0.35,0.46,-0.02,26.11,1.96,-1.00,-1.00,53.83,0.21,0.20,0.13,26.63,0.63,-1.00,-1.00,0.05,-0.02,-0.03,0.05,0.23,-0.03,5.56,-0.44,54.64,1.13,2.44,-1.00,-1.00,0.64,85.73,85.00,0.10,-3.61,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Bobcat Robotics,3,4.20,-0.08,-0.74,-0.76,0.41,0.00,24.90,0.41,-1.00,-1.00,8.30,28.34,-0.08,-0.38,-0.12,0.33,0.33,0.13,0.05,17.16,1.06,-1.00,-1.00,48.32,0.28,0.26,0.09,31.28,0.64,-1.00,-1.00,-0.00,0.05,-0.02,0.01,-0.05,0.14,-1.35,3.56,42.06,0.84,1.47,-1.00,-1.00,-0.88,80.21,84.99,0.29,15.58,1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,The RoboLobos,3,5.65,0.00,0.00,0.00,0.13,0.00,7.93,0.13,-1.00,-1.00,2.64,13.59,0.42,-0.03,0.02,0.33,0.49,-0.19,0.00,20.37,0.11,-1.00,-1.00,48.15,0.62,-0.11,0.04,27.76,0.27,-1.00,-1.00,0.00,0.00,0.63,0.19,0.07,0.89,5.00,23.21,28.31,0.64,0.25,-1.00,-1.00,0.02,84.95,84.95,0.35,23.26,1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4961,Shock and Awe-sum,3,4.95,-0.08,-0.81,-0.83,0.28,0.00,16.60,0.28,-1.00,-1.00,5.53,20.72,3.68,-0.56,0.22,0.35,0.39,0.48,0.00,37.77,2.45,-1.00,-1.00,61.67,0.28,-0.11,0.31,23.68,0.65,-1.00,-1.00,-0.03,0.00,0.04,0.18,-0.10,0.09,-2.40,3.17,54.37,1.22,2.72,-1.00,-1.00,-0.61,85.56,84.95,0.28,33.92,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6445,CTEC Robotics,3,1.97,0.00,-0.23,-0.23,0.14,0.00,8.21,0.14,-1.00,-1.00,2.74,9.94,0.12,0.68,0.25,0.34,0.36,-0.05,0.00,20.51,0.41,-1.00,-1.00,72.36,0.17,0.61,0.25,51.59,0.84,-1.00,-1.00,0.00,0.00,-0.04,0.22,0.12,0.05,2.92,2.25,28.72,0.65,0.54,-1.00,-1.00,0.02,84.55,84.92,0.29,15.53,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4855,Ramageddon,3,3.10,-0.05,-0.38,-0.38,0.09,0.00,5.69,0.09,-1.00,-1.00,1.90,8.40,0.64,0.61,0.29,0.33,0.34,0.06,0.00,25.56,0.84,-1.00,-1.00,73.11,0.23,0.48,0.24,47.26,0.82,-1.00,-1.00,-0.04,0.00,0.15,0.12,0.30,0.13,8.27,3.76,31.24,0.73,0.93,-1.00,-1.00,-0.09,85.27,84.92,0.29,1.10,1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,The Umbrella Corporation,3,6.05,-0.00,0.01,0.01,0.29,0.00,17.43,0.29,-1.00,-1.00,5.81,23.49,-0.63,-0.07,-0.04,0.33,0.36,0.19,0.00,23.80,1.19,-1.00,-1.00,56.40,0.35,0.15,0.16,32.64,0.50,-1.00,-1.00,0.00,0.00,-0.05,-0.07,-0.40,0.21,-10.21,4.99,41.23,0.89,1.48,-1.00,-1.00,-0.03,84.88,84.89,0.30,35.26,1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,Whiteland Community High School Robotics Team,3,5.05,0.00,-0.19,-0.19,0.20,0.00,11.71,0.20,-1.00,-1.00,3.90,16.58,0.18,15.59,4.96,0.33,0.35,0.27,-0.08,26.86,1.08,-1.00,-1.00,78.03,0.48,0.25,0.20,46.21,0.67,-1.00,-1.00,0.00,-0.08,-0.01,0.08,0.14,-0.09,3.33,-1.73,38.57,0.87,1.27,-1.00,-1.00,4.78,92.88,84.89,0.17,8.12,1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5632,The Asimovians,3,5.21,0.02,0.02,0.03,0.01,0.00,0.78,0.01,-1.00,-1.00,0.26,6.03,-0.28,-0.04,0.02,0.33,0.41,0.20,-0.00,37.00,1.58,-1.00,-1.00,67.13,0.47,-0.08,0.21,30.12,0.86,-1.00,-1.00,0.00,-0.00,-0.01,0.14,-0.09,0.45,-2.29,11.99,37.78,0.94,1.59,-1.00,-1.00,0.05,85.16,84.82,0.41,37.31,1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5962,perSEVERE,3,4.35,-0.59,0.05,-0.11,0.25,0.00,15.00,0.25,-1.00,-1.00,5.00,19.24,2.00,1.38,0.54,0.33,0.33,0.09,-0.06,17.77,0.42,-1.00,-1.00,66.87,0.25,0.36,0.36,48.56,0.81,-1.00,-1.00,0.00,-0.06,0.26,0.04,0.08,0.16,3.28,4.16,32.77,0.69,0.67,-1.00,-1.00,0.43,90.27,84.77,0.15,14.85,1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473,Delta Prime,3,4.20,-0.01,0.74,0.74,0.26,0.00,15.31,0.26,-1.00,-1.00,5.10,20.26,0.58,-1.90,-0.56,0.35,0.34,0.14,0.00,22.79,1.00,-1.00,-1.00,58.90,0.26,0.38,0.10,36.66,0.50,-1.00,-1.00,0.02,0.00,0.06,0.20,-0.10,0.15,-2.19,4.76,38.11,0.83,1.26,-1.00,-1.00,0.18,83.92,84.70,0.11,0.31,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,Huskie Robotics,3,5.09,-0.51,1.03,0.86,0.48,0.00,28.58,0.48,-1.00,-1.00,9.53,34.53,1.11,0.53,0.34,0.33,0.33,0.65,-0.05,31.40,2.46,-1.00,-1.00,66.29,0.14,0.20,0.34,34.55,0.56,-1.00,-1.00,0.01,-0.05,-0.09,-0.02,0.84,-0.43,20.49,-10.92,59.98,1.26,2.94,-1.00,-1.00,1.20,89.89,84.69,0.28,-2.47,1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421,WARRIORBOTS,3,4.59,-0.27,0.19,0.07,-0.21,0.00,-12.74,-0.21,-1.00,-1.00,-4.25,-8.08,-0.82,4.08,1.11,0.33,0.38,0.12,-0.03,40.88,1.29,-1.00,-1.00,91.11,0.35,0.37,0.26,49.12,0.80,-1.00,-1.00,0.00,-0.03,0.33,0.02,0.09,0.18,3.81,4.64,28.14,0.81,1.08,-1.00,-1.00,1.18,87.67,84.61,0.24,5.48,1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
